"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"AGM00060461","ORAN PORT, AG","2003-10-02",,"76","79","73"
"AGM00060461","ORAN PORT, AG","2003-10-03",,"74","77","72"
"AGM00060461","ORAN PORT, AG","2003-10-04",,"73","74","71"
"AGM00060461","ORAN PORT, AG","2003-10-05",,"72","73","71"
"AGM00060461","ORAN PORT, AG","2003-10-06",,"73","75",
"AGM00060461","ORAN PORT, AG","2003-10-07",,"72","73",
"AGM00060461","ORAN PORT, AG","2003-10-09",,"71","73","67"
"AGM00060461","ORAN PORT, AG","2003-10-10",,"71","72",
"AGM00060461","ORAN PORT, AG","2003-10-11",,"70","73","66"
"AGM00060461","ORAN PORT, AG","2003-10-12",,"72","74","70"
"AGM00060461","ORAN PORT, AG","2003-10-13",,"71","73","68"
"AGM00060461","ORAN PORT, AG","2003-10-14",,"72","75",
"AGM00060461","ORAN PORT, AG","2003-10-15",,"70","73","65"
"AGM00060461","ORAN PORT, AG","2003-10-16",,"69","71","65"
"AGM00060461","ORAN PORT, AG","2003-10-17","0.20","66","69","64"
"AGM00060461","ORAN PORT, AG","2003-10-18","0.35","69","74","63"
"AGM00060461","ORAN PORT, AG","2003-10-19","0.00","76",,"64"
"AGM00060461","ORAN PORT, AG","2003-10-20",,"71","74","68"
"AGM00060461","ORAN PORT, AG","2003-10-21",,"69","76","66"
"AGM00060461","ORAN PORT, AG","2003-10-22","0.12","71","73","67"
"AGM00060461","ORAN PORT, AG","2003-10-23","0.02","68","70","67"
"AGM00060461","ORAN PORT, AG","2003-10-24","0.00","67","70","65"
"AGM00060461","ORAN PORT, AG","2003-10-25","0.16","65","72","58"
"AGM00060461","ORAN PORT, AG","2003-10-26","0.04","70","75","67"
"AGM00060461","ORAN PORT, AG","2003-10-27","0.00","69","78","63"
"AGM00060461","ORAN PORT, AG","2003-10-28",,"71","78",
"AGM00060461","ORAN PORT, AG","2003-10-29",,"71","75","65"
"AGM00060461","ORAN PORT, AG","2003-10-30",,"67","70",
"AGM00060461","ORAN PORT, AG","2003-10-31",,"68","78","61"
"AGM00060461","ORAN PORT, AG","2003-11-01","0.08","64","67","61"
"AGM00060461","ORAN PORT, AG","2003-11-02","0.00","65","70","56"
"AGM00060461","ORAN PORT, AG","2003-11-03",,"63","68","57"
"AGM00060461","ORAN PORT, AG","2003-11-06",,"67",,"63"
"AGM00060461","ORAN PORT, AG","2003-11-07",,"65","69","62"
"AGM00060461","ORAN PORT, AG","2003-11-08",,"67","71",
"AGM00060461","ORAN PORT, AG","2003-11-09",,"68","74","61"
"AGM00060461","ORAN PORT, AG","2003-11-11","0.08","65","67","62"
"AGM00060461","ORAN PORT, AG","2003-11-13",,"63","68","56"
"AGM00060461","ORAN PORT, AG","2003-11-15",,"64",,"58"
"AGM00060461","ORAN PORT, AG","2003-11-18","0.02","67",,
"AGM00060461","ORAN PORT, AG","2003-11-19","0.00","64","69","59"
"AGM00060461","ORAN PORT, AG","2003-11-20",,"61","65","57"
"AGM00060461","ORAN PORT, AG","2003-11-21","0.75","64","68","59"
"AGM00060461","ORAN PORT, AG","2003-11-22","0.00","69","75","60"
"AGM00060461","ORAN PORT, AG","2003-11-27",,"62","67","54"
"AGM00060461","ORAN PORT, AG","2003-11-28",,"62",,
"AGM00060461","ORAN PORT, AG","2003-11-29",,"59",,"54"
"AGM00060461","ORAN PORT, AG","2003-11-30",,"59","65","53"
"AGM00060461","ORAN PORT, AG","2003-12-01","0.00","59","64",
"AGM00060461","ORAN PORT, AG","2003-12-02","0.24","53","55","51"
"AGM00060461","ORAN PORT, AG","2003-12-03","0.00","52","55",
"AGM00060461","ORAN PORT, AG","2003-12-04","0.51","57","61",
"AGM00060461","ORAN PORT, AG","2003-12-05","0.00","64",,"56"
"AGM00060461","ORAN PORT, AG","2003-12-06","0.00","61","68","54"
"AGM00060461","ORAN PORT, AG","2003-12-07","0.00","64","67","59"
"AGM00060461","ORAN PORT, AG","2003-12-08",,"61","64","58"
"AGM00060461","ORAN PORT, AG","2003-12-09","0.20","59","61","58"
"AGM00060461","ORAN PORT, AG","2003-12-10","0.98","55","59","54"
"AGM00060461","ORAN PORT, AG","2003-12-11","0.24","58","59","57"
"AGM00060461","ORAN PORT, AG","2003-12-12","0.00","60","61","53"
"AGM00060461","ORAN PORT, AG","2003-12-13","0.00","63",,"54"
"AGM00060461","ORAN PORT, AG","2003-12-14",,"59","63","54"
"AGM00060461","ORAN PORT, AG","2003-12-15","0.00","61","65","57"
"AGM00060461","ORAN PORT, AG","2003-12-16","0.00","59","63","55"
"AGM00060461","ORAN PORT, AG","2003-12-17","0.00","60","67","56"
"AGM00060461","ORAN PORT, AG","2003-12-18","0.00","58","64","52"
"AGM00060461","ORAN PORT, AG","2003-12-19","0.00","59","62","56"
"AGM00060461","ORAN PORT, AG","2003-12-20","0.00","62","68","54"
"AGM00060461","ORAN PORT, AG","2003-12-21","0.00","58","63","54"
"AGM00060461","ORAN PORT, AG","2003-12-22","0.00","61","64","57"
"AGM00060461","ORAN PORT, AG","2003-12-23","0.00","54","58",
"AGM00060461","ORAN PORT, AG","2003-12-26","0.00","54","60","47"
"AGM00060461","ORAN PORT, AG","2003-12-27","0.00","60","67","50"
"AGM00060461","ORAN PORT, AG","2003-12-28","0.00","62","65",
"AGM00060461","ORAN PORT, AG","2003-12-29","0.00","58","61","53"
"AGM00060461","ORAN PORT, AG","2003-12-30","0.00","60","63","56"
"AGM00060461","ORAN PORT, AG","2004-01-03","0.00","58","59",
"AGM00060461","ORAN PORT, AG","2004-01-04","0.00","53","61","46"
"AGM00060461","ORAN PORT, AG","2004-01-05","0.00","56","63","47"
"AGM00060461","ORAN PORT, AG","2004-01-06","0.00","54","63",
"AGM00060461","ORAN PORT, AG","2004-01-07","0.00","54","60","46"
"AGM00060461","ORAN PORT, AG","2004-01-08","0.00","64","70","52"
"AGM00060461","ORAN PORT, AG","2004-01-09","0.00","63","70","55"
"AGM00060461","ORAN PORT, AG","2004-01-10","0.00","62","67","56"
"AGM00060461","ORAN PORT, AG","2004-01-11","0.00","60","66","53"
"AGM00060461","ORAN PORT, AG","2004-01-12","0.00","57","65","55"
"AGM00060461","ORAN PORT, AG","2004-01-13","0.00","58","65","53"
"AGM00060461","ORAN PORT, AG","2004-01-14",,"61","64",
"AGM00060461","ORAN PORT, AG","2004-01-15","0.00","57","65","53"
"AGM00060461","ORAN PORT, AG","2004-01-16","0.00","59","64","56"
"AGM00060461","ORAN PORT, AG","2004-01-17","0.00","59","68","52"
"AGM00060461","ORAN PORT, AG","2004-01-19","0.04","51","54",
"AGM00060461","ORAN PORT, AG","2004-01-20","0.04","50",,"45"
"AGM00060461","ORAN PORT, AG","2004-01-21","0.00","57",,"45"
"AGM00060461","ORAN PORT, AG","2004-01-23","0.00","58","64","50"
"AGM00060461","ORAN PORT, AG","2004-01-24","0.00","59","65","53"
"AGM00060461","ORAN PORT, AG","2004-01-25","0.00","60","63","55"
"AGM00060461","ORAN PORT, AG","2004-01-26","0.00","61","67","55"
"AGM00060461","ORAN PORT, AG","2004-01-27","0.00","62","67","57"
"AGM00060461","ORAN PORT, AG","2004-01-28","0.00","58","65",
"AGM00060461","ORAN PORT, AG","2004-01-29","0.47","57","61","50"
"AGM00060461","ORAN PORT, AG","2004-01-30","0.00","57",,"54"
"AGM00060461","ORAN PORT, AG","2004-02-01","0.00","59",,"54"
"AGM00060461","ORAN PORT, AG","2004-02-02","0.00","60","66",
"AGM00060461","ORAN PORT, AG","2004-02-03","0.00","59","66","54"
"AGM00060461","ORAN PORT, AG","2004-02-04","0.00","59","60","57"
"AGM00060461","ORAN PORT, AG","2004-02-05","0.00","59","60","57"
"AGM00060461","ORAN PORT, AG","2004-02-06","0.00","58","59",
"AGM00060461","ORAN PORT, AG","2004-02-07",,"56","62",
"AGM00060461","ORAN PORT, AG","2004-02-08","0.00","58","59","57"
"AGM00060461","ORAN PORT, AG","2004-02-09","0.00","58","61","57"
"AGM00060461","ORAN PORT, AG","2004-02-10","0.00","58","61","54"
"AGM00060461","ORAN PORT, AG","2004-02-11",,"58","59",
"AGM00060461","ORAN PORT, AG","2004-02-13","0.00","56",,"51"
"AGM00060461","ORAN PORT, AG","2004-02-14","0.00","55",,"50"
"AGM00060461","ORAN PORT, AG","2004-02-15","0.28","58","61","54"
"AGM00060461","ORAN PORT, AG","2004-02-16","0.00","61","64",
"AGM00060461","ORAN PORT, AG","2004-02-17","0.00","57","59","53"
"AGM00060461","ORAN PORT, AG","2004-02-18","0.00","55",,"48"
"AGM00060461","ORAN PORT, AG","2004-02-19","0.00","58","59","54"
"AGM00060461","ORAN PORT, AG","2004-02-20","0.00","62","70","57"
"AGM00060461","ORAN PORT, AG","2004-02-21","0.03","67","77","59"
"AGM00060461","ORAN PORT, AG","2004-02-22","0.00","60","64","54"
"AGM00060461","ORAN PORT, AG","2004-02-23","0.00","61",,
"AGM00060461","ORAN PORT, AG","2004-02-24","0.00","59","62","57"
"AGM00060461","ORAN PORT, AG","2004-02-25","0.00","62","69","59"
"AGM00060461","ORAN PORT, AG","2004-02-26","0.00","60","65","55"
"AGM00060461","ORAN PORT, AG","2004-02-27","0.08","59",,"54"
"AGM00060461","ORAN PORT, AG","2004-02-28","0.00","55","58",
"AGM00060461","ORAN PORT, AG","2004-02-29","0.02","54","59","48"
"AGM00060461","ORAN PORT, AG","2004-03-01","0.00","51","54",
"AGM00060461","ORAN PORT, AG","2004-03-02","0.08","45","46","41"
"AGM00060461","ORAN PORT, AG","2004-03-07","0.00","60","63",
"AGM00060461","ORAN PORT, AG","2007-09-22","0.28","73","74","71"
"AGM00060461","ORAN PORT, AG","2007-09-23","0.00","72","73","68"
"AGM00060461","ORAN PORT, AG","2007-09-24","0.00","72","74","69"
"AGM00060461","ORAN PORT, AG","2007-09-25","0.00","73","78","69"
"AGM00060461","ORAN PORT, AG","2007-09-26","0.00","72","77","68"
"AGM00060461","ORAN PORT, AG","2007-09-27","0.00","73","77","70"
"AGM00060461","ORAN PORT, AG","2007-09-28","0.00","73","76","68"
"AGM00060461","ORAN PORT, AG","2007-09-29","0.04","72","74","69"
"AGM00060461","ORAN PORT, AG","2007-09-30","0.00","73","79","67"
"AGM00060461","ORAN PORT, AG","2007-10-01","0.00","74","75","69"
"AGM00060461","ORAN PORT, AG","2007-10-02","0.00","74","76","74"
"AGM00060461","ORAN PORT, AG","2007-10-03","0.00","71","73",
"AGM00060461","ORAN PORT, AG","2007-10-04","0.75","71","74","65"
"AGM00060461","ORAN PORT, AG","2007-10-05","0.00","71","73","66"
"AGM00060461","ORAN PORT, AG","2007-10-06","0.00","71","74","63"
"AGM00060461","ORAN PORT, AG","2007-10-07","0.00","71","74","63"
"AGM00060461","ORAN PORT, AG","2007-10-08","0.00","71","76","66"
"AGM00060461","ORAN PORT, AG","2007-10-09","0.00","72","75","69"
"AGM00060461","ORAN PORT, AG","2007-10-10","0.00","72","73","70"
"AGM00060461","ORAN PORT, AG","2007-10-11","0.00","70","73","65"
"AGM00060461","ORAN PORT, AG","2007-10-12","0.00","68","69","65"
"AGM00060461","ORAN PORT, AG","2007-10-13","0.00","69","71","63"
"AGM00060461","ORAN PORT, AG","2007-10-14","0.00","70","75","63"
"AGM00060461","ORAN PORT, AG","2007-10-15","0.00","70","72","67"
"AGM00060461","ORAN PORT, AG","2007-10-16","0.08","71","77",
"AGM00060461","ORAN PORT, AG","2007-10-17",,"69","70","68"
"AGM00060461","ORAN PORT, AG","2007-10-18","0.00","69","70","65"
"AGM00060461","ORAN PORT, AG","2007-10-19","0.02","69","72","64"
"AGM00060461","ORAN PORT, AG","2007-10-20","0.00","68","71","66"
"AGM00060461","ORAN PORT, AG","2007-10-21","0.00","67","70","64"
"AGM00060461","ORAN PORT, AG","2007-10-22","0.00","68","73","60"
"AGM00060461","ORAN PORT, AG","2007-10-23","0.00","71","78","64"
"AGM00060461","ORAN PORT, AG","2007-10-24","0.00","70","75","64"
"AGM00060461","ORAN PORT, AG","2007-10-25","0.04","66","68",
"AGM00060461","ORAN PORT, AG","2007-10-26","0.00","65","71","59"
"AGM00060461","ORAN PORT, AG","2007-10-27","0.00","66","69","60"
"AGM00060461","ORAN PORT, AG","2007-10-28","0.00","67","70","63"
"AGM00060461","ORAN PORT, AG","2007-10-29","1.46","63","67","62"
"AGM00060461","ORAN PORT, AG","2007-10-30","0.47","66","72","60"
"AGM00060461","ORAN PORT, AG","2007-10-31","0.67","61","64",
"AGM00060461","ORAN PORT, AG","2007-11-01","0.00","63","66","58"
"AGM00060461","ORAN PORT, AG","2007-11-02","0.00","65","68","60"
"AGM00060461","ORAN PORT, AG","2007-11-03","0.00","64","68","56"
"AGM00060461","ORAN PORT, AG","2007-11-04","0.00","64","67","59"
"AGM00060461","ORAN PORT, AG","2007-11-05","0.00","64","68","59"
"AGM00060461","ORAN PORT, AG","2007-11-06","0.00","65","69","61"
"AGM00060461","ORAN PORT, AG","2007-11-07","0.00","65","67","60"
"AGM00060461","ORAN PORT, AG","2007-11-08","0.00","61","65","55"
"AGM00060461","ORAN PORT, AG","2007-11-09","0.00","61","65","54"
"AGM00060461","ORAN PORT, AG","2007-11-10","0.00","63","67","59"
"AGM00060461","ORAN PORT, AG","2007-11-11","0.00","62","67","58"
"AGM00060461","ORAN PORT, AG","2007-11-12","0.00","60","64","53"
"AGM00060461","ORAN PORT, AG","2007-11-13","0.00","63","66","59"
"AGM00060461","ORAN PORT, AG","2007-11-14","0.00","62","66","57"
"AGM00060461","ORAN PORT, AG","2007-11-15","0.00","62","65","58"
"AGM00060461","ORAN PORT, AG","2007-11-16","0.00","58","63","54"
"AGM00060461","ORAN PORT, AG","2007-11-17","0.00","56","64","49"
"AGM00060461","ORAN PORT, AG","2007-11-18","0.00","59","67","52"
"AGM00060461","ORAN PORT, AG","2007-11-19","0.00","64","71","54"
"AGM00060461","ORAN PORT, AG","2007-11-20","0.00","76","80","63"
"AGM00060461","ORAN PORT, AG","2007-11-21","0.00","69","77","64"
"AGM00060461","ORAN PORT, AG","2007-11-22","0.00","63",,
"AGM00060461","ORAN PORT, AG","2007-11-23","0.16","60",,"56"
"AGM00060461","ORAN PORT, AG","2007-11-24","0.08","60","63","55"
"AGM00060461","ORAN PORT, AG","2007-11-25","0.08","59","61",
"AGM00060461","ORAN PORT, AG","2007-11-26","0.43","56","59",
"AGM00060461","ORAN PORT, AG","2007-11-27","2.32","58","60","54"
"AGM00060461","ORAN PORT, AG","2007-11-28","1.22","56","60","52"
"AGM00060461","ORAN PORT, AG","2007-11-29","1.46","60","63","54"
"AGM00060461","ORAN PORT, AG","2007-11-30","0.00","59","65","52"
"AGM00060461","ORAN PORT, AG","2007-12-01","0.00","58","63","51"
"AGM00060461","ORAN PORT, AG","2007-12-02","0.00","60","64","55"
"AGM00060461","ORAN PORT, AG","2007-12-03","0.00","60","66","54"
"AGM00060461","ORAN PORT, AG","2007-12-04","0.00","61","66","55"
"AGM00060461","ORAN PORT, AG","2007-12-05","0.00","57","62",
"AGM00060461","ORAN PORT, AG","2007-12-06","0.00","59","64","50"
"AGM00060461","ORAN PORT, AG","2007-12-07","0.00","60","67","53"
"AGM00060461","ORAN PORT, AG","2007-12-08","0.00","62","69","54"
"AGM00060461","ORAN PORT, AG","2007-12-09","0.00","64","72","55"
"AGM00060461","ORAN PORT, AG","2007-12-10","0.00","63","66",
"AGM00060461","ORAN PORT, AG","2007-12-11","1.97","58","61","52"
"AGM00060461","ORAN PORT, AG","2007-12-12","0.00","55","61","47"
"AGM00060461","ORAN PORT, AG","2007-12-13","0.00","56","60",
"AGM00060461","ORAN PORT, AG","2007-12-14","0.00","55","59","50"
"AGM00060461","ORAN PORT, AG","2007-12-15","0.00","52","58",
"AGM00060461","ORAN PORT, AG","2007-12-16","0.00","52","56","46"
"AGM00060461","ORAN PORT, AG","2007-12-17","0.16","55",,"52"
"AGM00060461","ORAN PORT, AG","2007-12-18","0.00","54",,"46"
"AGM00060461","ORAN PORT, AG","2007-12-19","0.00","62","70","53"
"AGM00060461","ORAN PORT, AG","2007-12-20","0.00","63","70",
"AGM00060461","ORAN PORT, AG","2007-12-21","0.00","62","67","61"
"AGM00060461","ORAN PORT, AG","2007-12-22","0.00","61","63",
"AGM00060461","ORAN PORT, AG","2007-12-23","0.00","60","62","57"
"AGM00060461","ORAN PORT, AG","2007-12-24","0.43","57","60",
"AGM00060461","ORAN PORT, AG","2007-12-25","0.59","58","59","55"
"AGM00060461","ORAN PORT, AG","2007-12-26","0.00","56","62",
"AGM00060461","ORAN PORT, AG","2007-12-27","0.00","56","61","51"
"AGM00060461","ORAN PORT, AG","2007-12-28","0.00","55","63","53"
"AGM00060461","ORAN PORT, AG","2007-12-29","0.00","54","58","50"
"AGM00060461","ORAN PORT, AG","2007-12-30","0.00","55","58","48"
"AGM00060461","ORAN PORT, AG","2007-12-31","0.00","53","61","45"
"AGM00060461","ORAN PORT, AG","2008-01-01","0.00","53","61","47"
"AGM00060461","ORAN PORT, AG","2008-01-02","0.00","58","65","48"
"AGM00060461","ORAN PORT, AG","2008-01-03","0.00","60","68",
"AGM00060461","ORAN PORT, AG","2008-01-04","0.16","52","54",
"AGM00060461","ORAN PORT, AG","2008-01-05","0.20","58","62","51"
"AGM00060461","ORAN PORT, AG","2008-01-06","0.00","58","63","52"
"AGM00060461","ORAN PORT, AG","2008-01-07","0.00","57","61","52"
"AGM00060461","ORAN PORT, AG","2008-01-08","0.00","58","63","54"
"AGM00060461","ORAN PORT, AG","2008-01-09","0.00","60","61",
"AGM00060461","ORAN PORT, AG","2008-01-10","0.00","58","61",
"AGM00060461","ORAN PORT, AG","2008-01-11","0.00","56","62",
"AGM00060461","ORAN PORT, AG","2008-01-12","0.02","57",,
"AGM00060461","ORAN PORT, AG","2008-01-13","0.04","55","60","50"
"AGM00060461","ORAN PORT, AG","2008-01-14","0.00","61","69","56"
"AGM00060461","ORAN PORT, AG","2008-01-15","0.00","59","65","55"
"AGM00060461","ORAN PORT, AG","2008-01-16","0.00","61","67","54"
"AGM00060461","ORAN PORT, AG","2008-01-17","0.00","62","66","56"
"AGM00060461","ORAN PORT, AG","2008-01-18","0.00","58","63",
"AGM00060461","ORAN PORT, AG","2008-01-19","0.00","60","63","56"
"AGM00060461","ORAN PORT, AG","2008-01-20","0.00","62","66","58"
"AGM00060461","ORAN PORT, AG","2008-01-21","0.00","56","60","50"
"AGM00060461","ORAN PORT, AG","2008-01-22","0.00","56","61",
"AGM00060461","ORAN PORT, AG","2008-01-23","0.00","53","59",
"AGM00060461","ORAN PORT, AG","2008-01-24","0.00","56","59","51"
"AGM00060461","ORAN PORT, AG","2008-01-25","0.00","55","59","49"
"AGM00060461","ORAN PORT, AG","2008-01-26","0.00","54","58","50"
"AGM00060461","ORAN PORT, AG","2008-01-27","0.00","56","59","51"
"AGM00060461","ORAN PORT, AG","2008-01-28","0.00","56","60",
"AGM00060461","ORAN PORT, AG","2008-01-29","0.00","55","60","47"
"AGM00060461","ORAN PORT, AG","2008-01-30","0.00","56","60","50"
"AGM00060461","ORAN PORT, AG","2008-01-31","0.00","54","59","48"
"AGM00060461","ORAN PORT, AG","2008-02-01","0.00","54","59","48"
"AGM00060461","ORAN PORT, AG","2008-02-02","0.00","58","60","54"
"AGM00060461","ORAN PORT, AG","2008-02-03","0.00","55","60","48"
"AGM00060461","ORAN PORT, AG","2008-02-04","0.00","63","69","55"
"AGM00060461","ORAN PORT, AG","2008-02-05","0.00","58","63","54"
"AGM00060461","ORAN PORT, AG","2008-02-06","0.00","58","63","52"
"AGM00060461","ORAN PORT, AG","2008-02-07","0.00","57","59","54"
"AGM00060461","ORAN PORT, AG","2008-02-08","0.00","58","61","55"
"AGM00060461","ORAN PORT, AG","2008-02-09","0.00","57","60","53"
"AGM00060461","ORAN PORT, AG","2008-02-10","0.00","56","59","52"
"AGM00060461","ORAN PORT, AG","2008-02-11","0.00","55","59","50"
"AGM00060461","ORAN PORT, AG","2008-02-12","0.00","56","58","53"
"AGM00060461","ORAN PORT, AG","2008-02-13","0.00","56","61","51"
"AGM00060461","ORAN PORT, AG","2008-02-14","0.00","63","70","55"
"AGM00060461","ORAN PORT, AG","2008-02-15","0.16","58","59",
"AGM00060461","ORAN PORT, AG","2008-02-16","0.02","58","60","58"
"AGM00060461","ORAN PORT, AG","2008-02-17","0.00","59","67","53"
"AGM00060461","ORAN PORT, AG","2008-02-18","0.00","61","65","59"
"AGM00060461","ORAN PORT, AG","2008-02-19","0.16","63","70","58"
"AGM00060461","ORAN PORT, AG","2008-02-20","0.00","61","63","58"
"AGM00060461","ORAN PORT, AG","2008-02-21","0.00","59","61","57"
"AGM00060461","ORAN PORT, AG","2008-02-22","0.00","60","62",
"AGM00060461","ORAN PORT, AG","2008-02-23","0.00","60","61","59"
"AGM00060461","ORAN PORT, AG","2008-02-24","0.16","65","72","59"
"AGM00060461","ORAN PORT, AG","2008-02-25","0.00","63","65","61"
"AGM00060461","ORAN PORT, AG","2008-02-26","0.00","59","61","55"
"AGM00060461","ORAN PORT, AG","2008-02-27","0.00","60","63","60"
"AGM00060461","ORAN PORT, AG","2008-02-28","0.00","58","62","55"
"AGM00060461","ORAN PORT, AG","2008-02-29","0.00","61","64","58"
"AGM00060461","ORAN PORT, AG","2008-03-01","0.00","59","64","54"
"AGM00060461","ORAN PORT, AG","2008-03-02","0.00","61","67","54"
"AGM00060461","ORAN PORT, AG","2008-03-03","0.00","63","69","58"
"AGM00060461","ORAN PORT, AG","2008-03-04","0.00","59","62","56"
"AGM00060461","ORAN PORT, AG","2008-03-05","0.00","52","54","51"
"AGM00060461","ORAN PORT, AG","2008-03-06","0.12","49","51",
"AGM00060461","ORAN PORT, AG","2008-03-07","0.00","54","62","41"
"AGM00060461","ORAN PORT, AG","2008-03-08","0.00","62","66","55"
"AGM00060461","ORAN PORT, AG","2008-03-09","0.00","61","66","53"
"AGM00060461","ORAN PORT, AG","2008-03-10","0.00","61","65","56"
"AGM00060461","ORAN PORT, AG","2008-03-11","0.00","65","68","59"
"AGM00060461","ORAN PORT, AG","2008-03-12","0.00","63","69","57"
"AGM00060461","ORAN PORT, AG","2008-03-13","0.00","64","72","59"
"AGM00060461","ORAN PORT, AG","2008-03-14","0.00","59","60","58"
"AGM00060461","ORAN PORT, AG","2008-03-15","0.00","62","71","57"
"AGM00060461","ORAN PORT, AG","2008-03-16","0.00","65","70","59"
"AGM00060461","ORAN PORT, AG","2008-03-17","0.00","61","68","54"
"AGM00060461","ORAN PORT, AG","2008-03-18","0.00","64","67","60"
"AGM00060461","ORAN PORT, AG","2008-03-19","0.00","59","65","55"
"AGM00060461","ORAN PORT, AG","2008-03-20","0.00","60","63","58"
"AGM00060461","ORAN PORT, AG","2008-03-21","0.00","57","59","54"
"AGM00060461","ORAN PORT, AG","2008-03-22","0.00","62","68","51"
"AGM00060461","ORAN PORT, AG","2008-03-23","0.08","54","57",
"AGM00060461","ORAN PORT, AG","2008-03-24","0.24","58","61","50"
"AGM00060461","ORAN PORT, AG","2008-03-25","0.00","59","64","48"
"AGM00060461","ORAN PORT, AG","2008-03-26","0.00","63","68","46"
"AGM00060461","ORAN PORT, AG","2008-03-27","0.00","63","66","59"
"AGM00060461","ORAN PORT, AG","2008-03-28","0.00","63","66","59"
"AGM00060461","ORAN PORT, AG","2008-03-29","0.00","64","68","59"
"AGM00060461","ORAN PORT, AG","2008-03-30","0.00","64","68","56"
"AGM00060461","ORAN PORT, AG","2008-03-31","0.00","62","65","61"
"AGM00060461","ORAN PORT, AG","2008-04-01","0.00","62","63","59"
"AGM00060461","ORAN PORT, AG","2008-04-02","0.00","59","62","54"
"AGM00060461","ORAN PORT, AG","2008-04-03","0.00","62","66","57"
"AGM00060461","ORAN PORT, AG","2008-04-04","0.00","61","63","57"
"AGM00060461","ORAN PORT, AG","2008-04-05","0.00","62","64","58"
"AGM00060461","ORAN PORT, AG","2008-04-06","0.00","65","72","57"
"AGM00060461","ORAN PORT, AG","2008-04-07","0.00","68","70","62"
"AGM00060461","ORAN PORT, AG","2008-04-08","0.04","66","71","64"
"AGM00060461","ORAN PORT, AG","2008-04-09","0.00","70","80","64"
"AGM00060461","ORAN PORT, AG","2008-04-10","0.00","70","81","65"
"AGM00060461","ORAN PORT, AG","2008-04-11","0.04","63","65","60"
"AGM00060461","ORAN PORT, AG","2008-04-12","0.00","61","63","59"
"AGM00060461","ORAN PORT, AG","2008-04-13","0.00","62","65","55"
"AGM00060461","ORAN PORT, AG","2008-04-14","0.00","61","69","52"
"AGM00060461","ORAN PORT, AG","2008-04-15","0.00","61","65","59"
"AGM00060461","ORAN PORT, AG","2008-04-16","0.00","60","63","59"
"AGM00060461","ORAN PORT, AG","2008-04-17","0.00","68","78","59"
"AGM00060461","ORAN PORT, AG","2008-04-18","0.00","67","77","59"
"AGM00060461","ORAN PORT, AG","2008-04-19","0.00","64","71","58"
"AGM00060461","ORAN PORT, AG","2008-04-20","0.00","63","67",
"AGM00060461","ORAN PORT, AG","2008-04-21","0.00","65","68","57"
"AGM00060461","ORAN PORT, AG","2008-04-22","0.00","65","70","58"
"AGM00060461","ORAN PORT, AG","2008-04-23","0.00","64","67","59"
"AGM00060461","ORAN PORT, AG","2008-04-24","0.00","66","69","60"
"AGM00060461","ORAN PORT, AG","2008-04-25","0.00","70",,"63"
"AGM00060461","ORAN PORT, AG","2008-04-26","0.00","65",,"63"
"AGM00060461","ORAN PORT, AG","2008-04-27","0.00","64","65","63"
"AGM00060461","ORAN PORT, AG","2008-04-28","0.00","61","64","56"
"AGM00060461","ORAN PORT, AG","2008-04-29","0.00","67","70","63"
"AGM00060461","ORAN PORT, AG","2008-04-30","0.00","67","70","63"
"AGM00060461","ORAN PORT, AG","2008-05-01","0.00","64","68","61"
"AGM00060461","ORAN PORT, AG","2008-05-02","0.00","68","70",
"AGM00060461","ORAN PORT, AG","2008-05-03","0.02","64","65","63"
"AGM00060461","ORAN PORT, AG","2008-05-04","0.00","64","65","63"
"AGM00060461","ORAN PORT, AG","2008-05-05","0.00","65","67","64"
"AGM00060461","ORAN PORT, AG","2008-05-06","0.00","64","65","62"
"AGM00060461","ORAN PORT, AG","2008-05-07","0.00","66","68","64"
"AGM00060461","ORAN PORT, AG","2008-05-08","0.12","65","66",
"AGM00060461","ORAN PORT, AG","2008-05-09","0.00","65","68","64"
"AGM00060461","ORAN PORT, AG","2008-05-10","0.02","65","68","58"
"AGM00060461","ORAN PORT, AG","2008-05-11","0.00","65","68","62"
"AGM00060461","ORAN PORT, AG","2008-05-12","0.24","65","68","62"
"AGM00060461","ORAN PORT, AG","2008-05-13","0.00","65","69","61"
"AGM00060461","ORAN PORT, AG","2008-05-14","0.00","66",,
"AGM00060461","ORAN PORT, AG","2008-05-15","0.04","66","67","64"
"AGM00060461","ORAN PORT, AG","2008-05-16","0.00","67","68","64"
"AGM00060461","ORAN PORT, AG","2008-05-17","0.00","69","72","62"
"AGM00060461","ORAN PORT, AG","2008-05-18","0.00","67","70","64"
"AGM00060461","ORAN PORT, AG","2008-05-20","0.00","69","73","62"
"AGM00060461","ORAN PORT, AG","2008-05-21","0.00","67","70",
"AGM00060461","ORAN PORT, AG","2008-05-22","0.00","69","75","65"
"AGM00060461","ORAN PORT, AG","2008-05-23",,"69","72","66"
"AGM00060461","ORAN PORT, AG","2008-05-24","0.00","71","74","68"
"AGM00060461","ORAN PORT, AG","2008-05-25","0.00","66","68","64"
"AGM00060461","ORAN PORT, AG","2008-05-26","0.00","67","68","66"
"AGM00060461","ORAN PORT, AG","2008-05-27","0.00","69","72","64"
"AGM00060461","ORAN PORT, AG","2008-05-28","0.00","68","71","61"
"AGM00060461","ORAN PORT, AG","2008-05-29","0.00","70","73","66"
